tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,clean_text
I wonder how many #iPad2's #Apple will sell at #SXSW. {link},,No emotion toward brand or product,11,wonder many ipads apple sell sxsw link
I wonder how many iPad 2's will be purchased in Austin this Friday?! #SXSW,,No emotion toward brand or product,14,wonder many ipad purchased austin friday sxsw
I wonder how many people attending #SXSW will be at the Austin Apple store on FRI at 5 for the new iPad 2?,,No emotion toward brand or product,23,wonder many people attending sxsw austin apple store fri new ipad
Learning how to get personalized recommendations using Google Hotpot {link} #sxsw,Other Google product or service,Positive emotion,11,learning get personalized recommendation using google hotpot link sxsw
@mention How was Fri dinner and are you enjoying #sxsw? Twitter is abuzz with possible news re: Google Circles launch that may happen there,,Positive emotion,24,fri dinner enjoying sxsw twitter abuzz possible news google circle launch may happen
Walking through the trade show at #sxsw is basically swapping 10 business cards for chances to win 10 different iPad 2s.,,No emotion toward brand or product,21,walking trade show sxsw basically swapping business card chance win different ipad
The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!),iPad or iPhone App,Positive emotion,25,new whrrl app live iphone app store android marketplace get hot time sxsw
The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!) via @mention,iPad or iPhone App,Positive emotion,27,new whrrl app live iphone app store android marketplace get hot time sxsw via
Just bought a #mophie juice pack for my iPhone! Solely because the cool kids were doing it. @mention @mention #sxsw,Other Apple product or service,Positive emotion,20,bought mophie juice pack iphone solely cool kid sxsw
Just bought a mophie juice pack air rechargeable battery case for my iPhone - this would have come in handy this week #sxsw,,No emotion toward brand or product,23,bought mophie juice pack air rechargeable battery case iphone would come handy week sxsw
Just bought an #iPad2 at the downtown Austin Apple store. 5 min wait in line to get in. Salesperson Darryl was excellent. #sxsw,Apple,Positive emotion,23,bought ipad downtown austin apple store min wait line get salesperson darryl excellent sxsw
So I bought an iPad on impulse! Must be something in the water at #sxsw!,iPad,Positive emotion,15,bought ipad impulse must something water sxsw
"Just bought iPad 2. In and out in 15 minutes #SXSW (@mention Apple Store, SXSW w/ 23 others) {link}",iPad,Positive emotion,19,bought ipad minute sxsw apple store sxsw w others link
"Crap, might need to bring the AMEX now. RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw",,No emotion toward brand or product,21,crap might need bring amex rt apple open popup shop sxsw report link sxsw
apple might not be joining the nfc bandwagon:{link} RT @mention slides for my NFC/RFID talk at #sxsw {link},,No emotion toward brand or product,18,apple might joining nfc bandwagonlink rt slide nfcrfid talk sxsw link
Great night of Interactive parties. And Congress Ave is amazing with the Apple store! #sxsw #apple,Apple,Positive emotion,16,great night interactive party congress ave amazing apple store sxsw apple
Just bought one of the last few iPads at the Apple Store in downtown Austin at #SXSW. They sold out before I was done purchasing.,iPad,Positive emotion,25,bought one last ipads apple store downtown austin sxsw sold done purchasing
Just bought the last iPad 2 3G 64MB at the Apple pop-up store at #SxSW {link},iPad,Positive emotion,16,bought last ipad g mb apple popup store sxsw link
Any thoughts on the Path iphone photo app? #sxsw #iphoneography #mobilephotography,,No emotion toward brand or product,11,thought path iphone photo app sxsw iphoneography mobilephotography
Passed a huge queue for iPad design for boomers on the way to what mobile apps can learn from comic books (also full). #SXSW,,Positive emotion,24,passed huge queue ipad design boomer way mobile apps learn comic book also full sxsw
This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,Google,Positive emotion,21,social technology amazing google set person finder english japanese link sxsw
"Diller: Why would you do product only for the iPad or any one form factor in today's multichannel, multi platform world? #SXSW #KetchSX",,I can't tell,23,diller would product ipad one form factor today multichannel multi platform world sxsw ketchsx
"@mention I agree ��� Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,Positive emotion,25,agree apple stole little part show exciting new biz concept sxsw
@mention I attended #beevil to hear criticism of Google or ways for us to improve. Even at #sxsw I'm on duty. Sounds like yr panel rocked,,No emotion toward brand or product,26,attended beevil hear criticism google way u improve even sxsw im duty sound like yr panel rocked
@mention I can't see you in this picture... RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},,No emotion toward brand or product,26,cant see picture rt line apple popup store austin open pm sxsw link
@mention I did not know Lightbox was an android app until #SXSW #hhrs,,No emotion toward brand or product,13,know lightbox android app sxsw hhrs
@mention I didn't even know WTF #sxsw was till I google! Lol,,No emotion toward brand or product,12,didnt even know wtf sxsw till google lol
@mention I fully expect to be &quot;iPad shamed&quot; by all the 2's at #SXSW,iPad,Positive emotion,14,fully expect quotipad shamedquot sxsw
Tomorrow I go back to the Apple store... *sigh* #sxsw,Apple,Negative emotion,10,tomorrow go back apple store sigh sxsw
@mention I got that about impression #sxsw too. I plan to stand in a line for an iPad 2 on March 25th though :),iPad,Positive emotion,24,got impression sxsw plan stand line ipad march th though
"@mention I hate typing on an iPad. So, yeah, THE Ken Calhoun is this man, the real deal! And I am bringing my laptop to #sxsw Sun.",iPad,Negative emotion,27,hate typing ipad yeah ken calhoun man real deal bringing laptop sxsw sun
@mention I have a feeling there will be many shiny new iPad 2s at #sxsw!,iPad,Positive emotion,15,feeling many shiny new ipad sxsw
@mention i heard the downtown location sold $1m in merchandise last night #sxsw #apple #ipad2,,No emotion toward brand or product,15,heard downtown location sold merchandise last night sxsw apple ipad
@mention I heard you got the first IPad 2 at @mention #10.5hrs? #Austin #sxsw {link},,Positive emotion,15,heard got first ipad hr austin sxsw link
@mention I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw,iPad or iPhone App,Negative emotion,15,hope year festival isnt crashy year iphone app sxsw
"@mention I just mean the percentage of iOS vs Android vs Blackberry, etc. #SXSW / @mention",,No emotion toward brand or product,16,mean percentage io v android v blackberry etc sxsw
"@mention i know this is a premature tweet, but i'd love to see pics of the apple pop up store at #sxsw :)",Apple,Positive emotion,23,know premature tweet id love see pic apple pop store sxsw
Mistakes I Made Building Netflix for the iPhone #netflixiphone @mention #sxsw,,No emotion toward brand or product,11,mistake made building netflix iphone netflixiphone sxsw
Mistakes I Made Building Netflix for the iPhone at SXSW. #SXSW #netflixiphone,,No emotion toward brand or product,12,mistake made building netflix iphone sxsw sxsw netflixiphone
Mistakes I made building Netflix for the iPhone. #sxsw @mention The Hilton {link},,No emotion toward brand or product,13,mistake made building netflix iphone sxsw hilton link
"@mention I meant iTunes doesn't work for me (IE: Don't run Apple software, even if it would run on my Ubuntu desktop).  Not just #SXSW dl",Other Apple product or service,Negative emotion,26,meant itunes doesnt work ie dont run apple software even would run ubuntu desktop sxsw dl
@mention I outdid myself this time with the tech #FAIL. iPhone=broken. Might be the worst thing that can ever happen at #sxsw,iPhone,Negative emotion,22,outdid time tech fail iphonebroken might worst thing ever happen sxsw
I38: Can I Play With Madness {link} [codes valid: 4:00-7:59:59p 03/14/11] #infektd #sxsw #zomb,,No emotion toward brand or product,14,play madness link code valid p infektd sxsw zomb
Crowley: i really want a new iPad. Just haven't had time to get over there. #checkins #SXSW #KetchSX,iPad,Positive emotion,18,crowley really want new ipad havent time get checkins sxsw ketchsx
@mention I saw that yesterday! Hoping that it won't b too crowded ;) #apple #ipad2 #sxsw,,No emotion toward brand or product,16,saw yesterday hoping wont b crowded apple ipad sxsw
@mention I think I got it because I bought something at apple - and it assumes that I'm at the apple popup store at #sxsw,,No emotion toward brand or product,25,think got bought something apple assumes im apple popup store sxsw
@mention i think i might quit and resume tonight. ipad/iphone tethering couldn't have happened at a better time. #sxsw,iPhone,Positive emotion,19,think might quit resume tonight ipadiphone tethering couldnt happened better time sxsw
"@mention I think it's also that if I can't find an iPhone charger at #sxsw, I'm doing something very, very wrong.",,No emotion toward brand or product,21,think also cant find iphone charger sxsw im something wrong
@mention I thought that was the point of having an iPad - carrying it around at #sxsw,,No emotion toward brand or product,17,thought point ipad carrying around sxsw
"@mention I try to stay awake! :D I'm trying to get Ustream working on iPhone, see your badge/picture now is dat right? #kickoffparty  #sxsw",,No emotion toward brand or product,24,try stay awake im trying get ustream working iphone see badgepicture dat right kickoffparty sxsw
@mention I used to think that and then they started making great apps. Official #SXSW app on iPad blows the other versions (and site) away.,iPad or iPhone App,Positive emotion,25,used think started making great apps official sxsw app ipad blow version site away
@mention I want that iPad case! #sxswbuffalo #sxsw,iPad,Positive emotion,8,want ipad case sxswbuffalo sxsw
@mention I was there ~5:30 and the line was around the block. Decided to forgo iPad 2 goodness for food. #sxsw #apple,iPad,Positive emotion,22,line around block decided forgo ipad goodness food sxsw apple
@mention I wish we had our LiveBlog iPhone app &amp; #wordpress plugin ready for #SXSW. Not quite.,iPad or iPhone App,Positive emotion,17,wish liveblog iphone app amp wordpress plugin ready sxsw quite
@mention I would have been a #SXSW ambassador since I'm going to be everywhere but you only have iphone &amp; Android listed for mobile. :(,,No emotion toward brand or product,25,would sxsw ambassador since im going everywhere iphone amp android listed mobile
