cleaned_text,brand_target,sentiment_target,multi_class_target
hah found quotpopupquot apple store ipad sale moro gold gym congress link sxsw,Apple,Positive emotion,Apple-Positive emotion
handheld hobo۪ drafthouse launch hobo shotgun۪ iphone app sxsw link,Apple,Positive emotion,Apple-Positive emotion
decided need ipad usguys sxsw agree,Apple,Positive emotion,Apple-Positive emotion
hard time tweeting using iphone sxsw using ipad much better hisxsw,Apple,Positive emotion,Apple-Positive emotion
fun creating dynamic google doc opposite side killcommunity room sxsw,Google,Positive emotion,Google-Positive emotion
heading austin sxsw austin guide iphone free limited time link,Apple,Positive emotion,Apple-Positive emotion
heading austin sxsw austin guide iphone free limited time link travel,Apple,Positive emotion,Apple-Positive emotion
heard sxsw android leading market share smart phone getjarsxsw,Google,Positive emotion,Google-Positive emotion
heat tracker cool heatmap iphone app overlay foursquare everything fire sxsw,Apple,Positive emotion,Apple-Positive emotion
helping clean organize newscontent great job ipad owner sxsw sxswi,Apple,Positive emotion,Apple-Positive emotion
hey roll tractor trailer full ipads sxsw bet would sell entire inventory justsaying,Apple,Positive emotion,Apple-Positive emotion
hey sxsw er last day get austin iphone app free link travel,Apple,Positive emotion,Apple-Positive emotion
hey vufinders awesome new update iphone app link speedup object tagging outside sxsw conf hour,Apple,Positive emotion,Apple-Positive emotion
hey lucky duck headed sxsw want win ipad client giving one away detail link sxswi,Apple,Positive emotion,Apple-Positive emotion
hey foodie youre austin sxsw download new arw iphoneandroid app use guide dine youre town sxsw,Apple,Positive emotion,Apple-Positive emotion
hey lucky dog sxsw ipads check holler gram app link,Apple,Positive emotion,Apple-Positive emotion
hipster oversized earphone pluged new ipad make happy texas loose gun law sxsw,Apple,Negative emotion,Apple-Negative emotion
hitlantis ipad cool song explorer app hitlantiscom sxsw musicviz,Apple,Positive emotion,Apple-Positive emotion
need another google launch major new social network called circle possibly today link sxsw,Google,Negative emotion,Google-Negative emotion
hmm sxswcominteractivelive stream isnt ipadmobile compatible maybe next year sxsw,Apple,Negative emotion,Apple-Negative emotion
holla google party best ever get butt sxsw,Google,Positive emotion,Google-Positive emotion
holy smoke ipad replacing flip cam default video capture device beautiful elegant apple sxsw,Apple,Positive emotion,Apple-Positive emotion
hot pot google mobile map interesting new app sxsw sxswi,Google,Positive emotion,Google-Positive emotion
cool apple opening temporary store ipad launch sxsw link sxswh,Apple,Positive emotion,Apple-Positive emotion
could murphy usa better serve inside google map phone google announcing great feature sxsw,Google,Positive emotion,Google-Positive emotion
improve website ranking advice google amp bing sxsw link,Google,Positive emotion,Google-Positive emotion
huzzah quotgoogle tweetquot new quotthink speakquot mark belinsky tweet panel sxsw umassjour,Google,Positive emotion,Google-Positive emotion
also function ipad sure lot ipads flight nerdsunite sxsw۝,Apple,Positive emotion,Apple-Positive emotion
cant wait see big news link google circle sxsw,Google,Positive emotion,Google-Positive emotion
cant wait give samsung people demo horrible terrible google nexus phone sxsw,Google,Negative emotion,Google-Negative emotion
convinced upgrade ipad held one sxsw trade show failed willpower check,Apple,Positive emotion,Apple-Positive emotion
dont know would original content anything today worldand ipad better barry diller sxsw,Apple,Positive emotion,Apple-Positive emotion
feel like iphone always always something running battery fast sxsw,Apple,Negative emotion,Apple-Negative emotion
got turkey random apple fan bought lunch everyone line sxsw popup apple store ipad,Apple,Positive emotion,Apple-Positive emotion
pull iphone look busy fit sxsw badge line today people shuffling along staring phone sxsw,Apple,Positive emotion,Apple-Positive emotion
yet walk conference room doesnt look like apple youd think nothing else sxsw,Apple,Negative emotion,Apple-Negative emotion
hope everyone awesome weekend sxsw know giving away great apple prize,Apple,Positive emotion,Apple-Positive emotion
fell asleep hour eye open staring sxsw stream ipad link,Apple,Positive emotion,Apple-Positive emotion
know sxsw iphone started lying signal strength,Apple,Negative emotion,Apple-Negative emotion
mean sliced bread great google bread going revolutionary sxsw,Google,Positive emotion,Google-Positive emotion
think google lost way caring much business instead user tim oreilly sxsw pnid,Google,Negative emotion,Google-Negative emotion
think effing hubby line ipad someone point towards lineup wife number sxswi sxsw,Apple,Negative emotion,Apple-Negative emotion
pay ipad person get zaarly referral march zaarlyiscoming winning sxsw link,Apple,Positive emotion,Apple-Positive emotion
ill sxsw apple store tonight handing sticker amp coupon dodo case ipad,Apple,Positive emotion,Apple-Positive emotion
ill never forget march weekend japan earthquake ipad first south southwest sxsw memolane yall,Apple,Positive emotion,Apple-Positive emotion
ill use ipad someone give otherwise iphone actually task sxsw,Apple,Positive emotion,Apple-Positive emotion
livetweeting sxsw user drive mile year google map navigation,Google,Positive emotion,Google-Positive emotion
looking forward smcdallas pre sxsw party wed hoping ill win ipad resulting shameless promotion chevysmc,Apple,Positive emotion,Apple-Positive emotion
really sxsw messing making money instead bet someone left ipad queue,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
ive seen best ipad case ever sxsw starting transfer bit book fetishism ipads slowly surely,Apple,Positive emotion,Apple-Positive emotion
sxsw taught anything want ipad dont know,Apple,Positive emotion,Apple-Positive emotion
ipad upgrade newest io yet tweetdeck unstable nten ntc sxsw sxswi,Apple,Negative emotion,Apple-Negative emotion
imagine every company concept like google bavcid sxsw,Google,Positive emotion,Google-Positive emotion
room full geek talking asked quotwho us google tvquot one raised hand socialviewing sxsw,Google,Negative emotion,Google-Negative emotion
honor apple sxsw popup shop thought landlord amp leasing agent utilize popup shop link,Apple,Positive emotion,Apple-Positive emotion
ipad design headache take two tablet call panel excited hear live sxsw,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
line temp apple store sxsw gotto get ipad,Apple,Positive emotion,Apple-Positive emotion
next life coming back ipad woman cant keep hand thing sxsw,Apple,Positive emotion,Apple-Positive emotion
innovation banking coming mobile innovator apple google verizon sxsw bankinnovation,Google,Positive emotion,Google-Positive emotion
interesting google mobile stats sxsw google map user million come mobile link,Google,Positive emotion,Google-Positive emotion
interesting presentation building netflix iphone app sxsw link,Apple,Positive emotion,Apple-Positive emotion
ipad soldout time user sxsw,Apple,Positive emotion,Apple-Positive emotion
ipad queue epic sxsw link,Apple,Positive emotion,Apple-Positive emotion
ipad sold retail storesexcept sxsw pop store austin igottagetit,Apple,Positive emotion,Apple-Positive emotion
ipad sold went new buyer report link sxsw socialmedia tech ipad medium,Apple,Positive emotion,Apple-Positive emotion
ipad app content need shallow engaging sxsw,Apple,Positive emotion,Apple-Positive emotion
ipad design headache josh clark tapworthy sxsw link,Apple,Negative emotion,Apple-Negative emotion
ipad design malady ipad elbow hate ipads back button heat million sun tapworthy sxsw,Apple,Negative emotion,Apple-Negative emotion
ipad hipster austincrowd sxsw link,Apple,Positive emotion,Apple-Positive emotion
ipad tablet etc aiding greater adoption mobile device screen size larger mobilefarm sxsw,Apple,Positive emotion,Apple-Positive emotion
iphone amigo dont app change broadcastr bestappever sxsw,Apple,Positive emotion,Apple-Positive emotion
ironic googled direction party ended walked block wrong direction time bed think sxsw,Google,Negative emotion,Google-Negative emotion
back sxsw he brought ipad slip bag jammy bugger,Apple,Positive emotion,Apple-Positive emotion
bad want home read google reader feed geek sxsw,Google,Positive emotion,Google-Positive emotion
ridiculous see someone taking photo session ipad wait see concert use sxsw silly,Apple,Negative emotion,Apple-Negative emotion
lonely job protecting ipad someone got link sxsw,Apple,Positive emotion,Apple-Positive emotion
model one sxsw quotapple come cool tech one ever heard cuz dont conferencesquot,Apple,Positive emotion,Apple-Positive emotion
rumor apple opening temporary store downtown austin sxsw amp ipad launch link,Apple,Positive emotion,Apple-Positive emotion
official people using ipad take photo look weird sxsw,Apple,Negative emotion,Apple-Negative emotion
last day fastcompanygrille come last day iphone makery zazzlesxsw sxsw,Apple,Positive emotion,Apple-Positive emotion
join link starting tonight person friend city end sxsw festival win ipad,Apple,Positive emotion,Apple-Positive emotion
join actsofsharingcom tonight person friend city end sxsw win ipad,Apple,Positive emotion,Apple-Positive emotion
jonathan zaggle showed cool free texting app iphone called zms sxsw,Apple,Positive emotion,Apple-Positive emotion
josh clark hate ipads back button heat million sun tapworthy sxsw,Apple,Negative emotion,Apple-Negative emotion
bought last ipad apple popup store sxsw link lucky,Apple,Positive emotion,Apple-Positive emotion
finished taking photo google photobooth know heart sxsw maggie maes others link,Google,Positive emotion,Google-Positive emotion
